namespace,class,func,docstring,taint_summary,memory_summary
"std::basic_string<CharT,Traits,Allocator>::erase",basic_string,"iterator erase( const_iterator first, const_iterator last );","从字符串移除指定的字符。
移除范围 [first, last) 中的字符。
 如果 first 或 last 不是 *this 上的有效迭代器，或者 [first, last) 不是有效范围，那么行为未定义。

 参数
first, last	-	要移除的字符范围

返回值
指向擦除前 last 指向的字符的迭代器，或者在不存在这种字符的情况下返回 end()。","{
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  overflow(<2>, [<0>.begin, <0>.end])
  <0>.strlen = [0, <0>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = NULL
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::erase",basic_string,"constexpr iterator erase( const_iterator first, const_iterator last );","从字符串移除指定的字符。
移除范围 [first, last) 中的字符。
 如果 first 或 last 不是 *this 上的有效迭代器，或者 [first, last) 不是有效范围，那么行为未定义。

 参数
first, last	-	要移除的字符范围

返回值
指向擦除前 last 指向的字符的迭代器，或者在不存在这种字符的情况下返回 end()。","{
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  overflow(<2>, [<0>.begin, <0>.end])
  <0>.strlen = [0, <0>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = NULL
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::push_back",basic_string,void push_back( CharT ch );,"后附给定字符 ch 到字符串尾。

 参数
ch	-	要后附的字符

返回值
无","{
  transitive(<0>, <0> || <1>)
}","{
  <0>.strlen = <0>.strlen + 1
  <0>.size = <0>.strlen + 1
  <0>.field = <1>
  expansion(<0>)
}"
"std::basic_string<CharT,Traits,Allocator>::pop_back",basic_string,void pop_back();,"从字符串移除末字符。
等价于 erase(end() - 1)。
如果 empty() 是 true，那么行为未定义。

 参数
无

返回值
无",{},"{
  <0>.strlen = <0>.strlen - 1
  <0>.size = <0>.strlen + 1
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,"basic_string& append( size_type count, CharT ch );","后附额外字符到字符串。
后附 count 个 ch 的副本。

 参数
count	-	要后附的字符数
ch	-	要后附的字符值

返回值
*this","{
  setSink(<1>)
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + <1>
  <0>.size = <0>.strlen + 1
  <0>.field = <2>
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,"basic_string& append( const CharT* s, size_type count );","后附额外字符到字符串。
 后附范围 [s, s + count) 中的字符。
 如果 [s, s + count) 不是有效范围，那么行为未定义。

 参数
count	-	要后附的字符数
s	-	指向要后附的字符串的指针

返回值
*this","{
  setSink(<2>)
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  overflow(<2>, [0, <1>.size])
  <0>.strlen = <0>.strlen + <2>
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,basic_string& append( const CharT* s );,"后附额外字符到字符串。
等价于 return append(s, Traits::length(s));。

 参数
s	-	指向要后附的字符串的指针

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + <1>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,"template< class SV >
basic_string& append( const SV& t );","后附从 t 构造的字符串视图 sv 中的字符。
如果只提供了 t，那么就会后附 sv 中的所有字符。
如果也提供了 pos：
如果 count 是 npos，那么就会后附 sv 中从 pos 处开始的所有字符。
否则会后附 sv 中从 pos 处开始的 std::min(count, sv.size() - pos) 个字符。
 这些重载只有在满足以下所有条件时才会参与重载决议：
std::is_convertible_v<const SV&, std::basic_string_view<CharT, Traits>> 是 true。
std::is_convertible_v<const SV&, const CharT*> 是 false。

等价于 std::basic_string_view<CharT, Traits> sv = t;
return append(sv.data(), sv.size());

 参数
t	-	可转换为带要后附的字符的可以转换到 std::basic_string_view 的对象

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + <1>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,"template< class SV >
basic_string& append( const SV& t, size_type pos,
                      size_type count = npos );","后附从 t 构造的字符串视图 sv 中的字符。
如果只提供了 t，那么就会后附 sv 中的所有字符。
如果也提供了 pos：
如果 count 是 npos，那么就会后附 sv 中从 pos 处开始的所有字符。
否则会后附 sv 中从 pos 处开始的 std::min(count, sv.size() - pos) 个字符。
 这些重载只有在满足以下所有条件时才会参与重载决议：
std::is_convertible_v<const SV&, std::basic_string_view<CharT, Traits>> 是 true。
std::is_convertible_v<const SV&, const CharT*> 是 false。

等价于 std::basic_string_view<CharT, Traits> sv = t;
return append(sv.substr(pos, count));

 参数
t	-	可转换为带要后附的字符的可以转换到 std::basic_string_view 的对象
count	-	要后附的字符数
pos	-	要后附的首个字符下标

返回值
*this","{
  setSink(<2>)
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  overflow(<2>, [0, <1>.strlen - 1])
  <0>.strlen = <0>.strlen + <3> || <0>.strlen + <1>.strlen - <2>
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,basic_string& append( const basic_string& str );,"后附另一字符串 str 中的字符。
如果只提供了 str，那么就会后附 str 中的所有字符。
如果也提供了 pos：
如果 count 是 npos，那么就会后附 str 中从 pos 处开始的所有字符。
否则会后附 str 中从 pos 处开始的 std::min(count, str.size() - pos) 个字符。
等价于 return append(str.data(), str.size());。

 参数
str	-	要后附的字符串

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + <1>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,"basic_string& append( const basic_string& str,
                      size_type pos, size_type count );","后附另一字符串 str 中的字符。
如果只提供了 str，那么就会后附 str 中的所有字符。
如果也提供了 pos：
如果 count 是 npos，那么就会后附 str 中从 pos 处开始的所有字符。
否则会后附 str 中从 pos 处开始的 std::min(count, str.size() - pos) 个字符。
等价于 return append(std::basic_string_view<CharT, Traits>
                  (str).substr(pos, count));。

 参数
str	-	要后附的字符串
pos	-	要后附的首个字符下标
count	-	要后附的字符数

返回值
*this","{
  setSink(<2>)
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  overflow(<2>, [0, <1>.strlen - 1])
  <0>.strlen = <0>.strlen + <3> || <0>.strlen + <1>.strlen - <2>
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,"basic_string& append( const basic_string& str,
                      size_type pos, size_type count = npos );","后附另一字符串 str 中的字符。
如果只提供了 str，那么就会后附 str 中的所有字符。
如果也提供了 pos：
如果 count 是 npos，那么就会后附 str 中从 pos 处开始的所有字符。
否则会后附 str 中从 pos 处开始的 std::min(count, str.size() - pos) 个字符。
等价于 return append(std::basic_string_view<CharT, Traits>
                  (str).substr(pos, count));。

 参数
str	-	要后附的字符串
pos	-	要后附的首个字符下标
count	-	要后附的字符数

返回值
*this","{
  setSink(<2>)
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  overflow(<2>, [0, <1>.strlen - 1])
  <0>.strlen = <0>.strlen + <3> || <0>.strlen + <1>.strlen - <2>
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,"template< class InputIt >
basic_string& append( InputIt first, InputIt last );","后附另一字符串 str 中的字符。
 等价于 return append(basic_string(first, last, get_allocator()));。
如果 InputIt 为整数类型，那么此重载与重载 (1) 拥有相同效果。(C++11 前)
此重载只有在 InputIt 满足 老式输入迭代器 (LegacyInputIterator) 的要求时才会参与重载决议。(C++11 起)

 参数
first, last	-	要后附的字符范围

返回值
*this","{
  transitive(<0>, <0> || <1> || <2>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = [<0>.strlen, MAX]
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append",basic_string,basic_string& append( std::initializer_list<CharT> ilist );,"后附另一字符串 str 中的字符。
等价于 return append(ilist.begin(), ilist.size());。

 参数
ilist	-	拥有要后附的字符的初始化器列表

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + <1>.size
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::append_range",basic_string,"template< container-compatible-range<CharT> R >
constexpr std::basic_string& append_range( R&& rg );","后附 rg 中的全部字符。
等价于
return append(std::basic_string( std::from_range, std​::​forward<R>(rg), get_allocator()));

 参数
rg	-	容器兼容范围

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = [<0>.strlen, MAX]
  <0>.size =<0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::operator+=",basic_string,basic_string& operator+=( const basic_string& str );,"向字符串后附额外字符。
后附字符串 str。

 参数
str	-	要后附的字符串

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + <1>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::operator+=",basic_string,basic_string& operator+=( CharT ch );,"向字符串后附额外字符。
 后附字符 ch。

 参数
ch	-	要后附的字符

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + 1
  <0>.size = <0>.strlen + 1
  <0>.field = <1>
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::operator+=",basic_string,basic_string& operator+=( const CharT* s );,"向字符串后附额外字符。
后附 s 所指向的空终止字符串。

 参数
s	-	指向要后附的空终止字符串的指针

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + <1>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::operator+=",basic_string,basic_string& operator+=( std::initializer_list<CharT> ilist );,"向字符串后附额外字符。
后附初始化式列表 ilist 中的字符。

 参数
ilist	-	拥有要后附的字符的 std::initializer_list

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + <1>.size
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::operator+=",basic_string,"template< class StringViewLike >
basic_string& operator+=( const StringViewLike& t );","向字符串后附额外字符。
 如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后如同用 append(sv) 后附字符串视图 sv 中的字符。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
t	-	拥有要后附的字符的（可转换到 std::basic_string_view 的）对象

返回值
*this","{
  transitive(<0>, <0> || <1>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <0>.strlen + <1>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <1>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( size_type pos, size_type count,
                       const basic_string& str );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
 以 str 替换那些字符。

 参数
pos	-	将被替换的子串起始位置
count	-	将被替换的子串长度
str	-	用于替换的字符串

返回值
*this","{
  setSink(<1>)
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <0>.strlen = <0>.strlen - <2> + <3>.strlen || <1> + <3>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( const_iterator first, const_iterator last,
                       const basic_string& str );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
 以 str 替换那些字符。

 参数
first, last	-	将被替换的字符范围
count	-	将被替换的子串长度
str	-	用于替换的字符串

返回值
*this","{
  transitive(<0>, <0> || <1> || <2> || <3>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = [<3>.strlen, <0>.strlen + <3>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( size_type pos, size_type count,
                       const basic_string& str,
                       size_type pos2, size_type count2 );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
以 str 的 [pos2, std::min(pos2 + count2, str.size())) 子串替换那些字符。

 参数
pos	-	将被替换的子串起始位置
count	-	将被替换的子串长度
str	-	用于替换的字符串
pos2	-	用于替换的子串起始位置
count2	-	用于替换的字符数

返回值
*this","{
  setSink(<1>)
  setSink(<4>)
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  overflow(<4>, [0, <3>.strlen - 1])
  <0>.strlen = [0, <0>.strlen + <3>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( size_type pos, size_type count,
                       const basic_string& str,
                       size_type pos2, size_type count2 = npos );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
以 str 的 [pos2, std::min(pos2 + count2, str.size())) 子串替换那些字符。

 参数
pos	-	将被替换的子串起始位置
count	-	将被替换的子串长度
str	-	用于替换的字符串
pos2	-	用于替换的子串起始位置
count2	-	用于替换的字符数

返回值
*this","{
  setSink(<1>)
  setSink(<4>)
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  overflow(<4>, [0, <3>.strlen - 1])
  <0>.strlen = [0, <0>.strlen + <3>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( size_type pos, size_type count,
                       const CharT* cstr, size_type count2 );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
以范围 [cstr, cstr + count2) 中的字符替换那些字符。
 如果 [cstr, cstr + count2) 不是有效范围，那么行为未定义。

 参数
pos	-	将被替换的子串起始位置
count	-	将被替换的子串长度
str	-	用于替换的字符串
pos2	-	用于替换的子串起始位置
count2	-	用于替换的字符数
cstr	-	指向用于替换的字符串的指针

返回值
*this","{
  setSink(<1>)
  setSink(<4>)
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  overflow(<4>, [0, <3>.size])
  <0>.strlen = [0, <0>.strlen + <4>]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( const_iterator first, const_iterator last,
                       const CharT* cstr, size_type count2 );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
以范围 [cstr, cstr + count2) 中的字符替换那些字符。
 如果 [cstr, cstr + count2) 不是有效范围，那么行为未定义。

 参数
first, last	-	将被替换的字符范围
str	-	用于替换的字符串
pos2	-	用于替换的子串起始位置
count2	-	用于替换的字符数
cstr	-	指向用于替换的字符串的指针

返回值
*this","{
  setSink(<4>)
  transitive(<0>, <0> || <1> || <2> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<4>, [0, <3>.size])
  <0>.strlen = [0, <0>.strlen + <4>]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( size_type pos, size_type count,
                       const CharT* cstr );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
以范围 [cstr, cstr + Traits::length(cstr)) 中的字符替换那些字符。

 参数
pos	-	将被替换的子串起始位置
count	-	将被替换的子串长度
cstr	-	指向用于替换的字符串的指针

返回值
*this","{
  setSink(<1>)
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <0>.strlen = <1> + <3>.strlen || <0>.strlen - <2> + <3>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( const_iterator first, const_iterator last,
                       const CharT* cstr );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
以范围 [cstr, cstr + Traits::length(cstr)) 中的字符替换那些字符。

 参数
first, last	-	将被替换的字符范围
cstr	-	指向用于替换的字符串的指针

返回值
*this","{
  transitive(<0>, <0> || <1> || <2> || <3>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = [<3>.strlen, <0>.strlen + <3>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( size_type pos, size_type count,
                       size_type count2, CharT ch );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
以 count2 个 ch 的副本替换那些字符。

 参数
pos	-	将被替换的子串起始位置
count	-	将被替换的子串长度
count2	-	用于替换的字符数
ch	-	用于替换的字符值

返回值
*this","{
  setSink(<1>)
  setSink(<3>)
  transitive(<0>, <0> || <4>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = <1> + <3> || <0>.strlen - <2> + <3>
  <0>.size = <0>.strlen + 1
  <0>.field = <4>
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( const_iterator first, const_iterator last,
                       size_type count2, CharT ch );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
以 count2 个 ch 的副本替换那些字符。

 参数
first, last	-	将被替换的字符范围
count2	-	用于替换的字符数
ch	-	用于替换的字符值

返回值
*this","{
  setSink(<3>)
  transitive(<0>, <0> || <1> || <2> || <4>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = [0, <0>.strlen + <3>]
  <0>.size = <0>.strlen + 1
  <0>.field = <4>
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"template< class InputIt >
basic_string& replace( const_iterator first, const_iterator last,
                       InputIt first2, InputIt last2 );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
如同用 replace(first, last, basic_string(first2, last2, get_allocator())) 以范围[first2, last2) 中的字符替换那些字符。

 参数
first, last	-	将被替换的字符范围
first2, last2	-	用于替换的字符范围

返回值
*this","{
  transitive(<0>, <0> || <3> || <4>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = [0, MAX]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"basic_string& replace( const_iterator first, const_iterator last,
                       std::initializer_list<CharT> ilist );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
 以 ilist 中的字符替换那些字符。

 参数
first, last	-	将被替换的字符范围
ilist	-	拥有用于替换的字符的初始化式列表

返回值
*this","{
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = [<3>.size, <3>.size + <0>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"template< class StringViewLike >
basic_string& replace( size_type pos, size_type count,
                       const StringViewLike& t );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后以 sv 中的字符替换那些字符。
 这些重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
pos	-	将被替换的子串起始位置
count	-	将被替换的子串长度
t	-	拥有用于替换的字符的对象（可转换到 std::basic_string_view）

返回值
*this","{
  setSink(<1>)
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <0>.strlen = <0>.strlen - <2> + <3>.strlen || <1> + <3>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"template< class StringViewLike >
basic_string& replace( const_iterator first, const_iterator last,
                       const StringViewLike& t );","以若干给定字符替换范围 [begin() + pos, begin() + std::min(pos + count, size())) 或 [first, last) 中的字符。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后以 sv 中的字符替换那些字符。
 这些重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
first, last	-	将被替换的字符范围
t	-	拥有用于替换的字符的对象（可转换到 std::basic_string_view）

返回值
*this","{
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = [<3>.strlen, <3>.strlen + <0>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace",basic_string,"template< class StringViewLike >
basic_string& replace( size_type pos, size_type count,
                       const StringViewLike& t,
                       size_type pos2, size_type count2 = npos );","如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后以子视图 sv.substr(pos2, count2) 中的字符替换那些字符。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
pos	-	将被替换的子串起始位置
count	-	将被替换的子串长度
t	-	拥有用于替换的字符的对象（可转换到 std::basic_string_view）
pos2	-	用于替换的子串起始位置
count2	-	用于替换的字符数

返回值
*this","{
  setSink(<1>)
  setSink(<4>)
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  overflow(<4>, [0, <3>.strlen - 1])
  <0>.strlen = [0, <0>.strlen + <3>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::replace_with_range",basic_string,"template< container-compatible-range<CharT> R >
constexpr std::basic_string& replace_with_range( const_iterator first,
                                                 const_iterator last,
                                                 R&& rg );","将范围 [first, last) 中的字符替换为范围 rg 中的字符。

等价于

return replace(first,
               last,
               std::basic_string(
                   std::from_range,
                   std::forward<R>(rg),
                   get_allocator())
);

 参数
first, last	-	要被替换的字符范围
rg	-	容器兼容范围

返回值
*this","{
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  <0>.strlen = [0, MAX]
  <0>.size = <0>.strlen + 1
  <0>.field = <3>.field
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::copy",basic_string,"size_type copy( CharT* dest, size_type count, size_type pos = 0 ) const;","复制子串 [pos, pos + count) 到 dest 指向的字符串。如果请求的子串越过字符串结尾，或 count == npos，那么复制的子串是 [pos, size())。
产生的字符串不是空终止的。

 参数
dest	-	指向目标字符串的指针
count	-	子串长度
pos	-	所包含的首字符位置

返回值
复制的字符数。","{
  setSink(<2>)
  setSink(<3>)
  transitive(<1>, <0>)
  transitive(<-1>, <0> || <2>)
}","{
  overflow(<2>, [0, <1>.size])
  overflow(<3>, [0, <0>.strlen - 1])
  <1>.strlen = <2> || <0>.strlen - <3>
  <-1> = <1>.strlen
}"
"std::basic_string<CharT,Traits,Allocator>::resize",basic_string,void resize( size_type count );,"重设字符串大小，使其包含 count 个字符。
如果当前大小小于 count，那么后附额外的字符：
将后附的字符初始化为 CharT()（在 CharT 是 char 时就是 '\0'）。
如果当前大小大于 count，那么字符串会缩减到首 count 个元素。

 参数
count	-	字符串的新大小

返回值
无","{
  setSink(<1>)
}","{
  <0>.strlen = <1>
  <0>.size = <0>.strlen + 1
  expansion(<0>)
}"
"std::basic_string<CharT,Traits,Allocator>::resize",basic_string,"void resize( size_type count, CharT ch );","重设字符串大小，使其包含 count 个字符。
如果当前大小小于 count，那么后附额外的字符：
将后附的字符初始化为 ch。
如果当前大小大于 count，那么字符串会缩减到首 count 个元素。

 参数
count	-	字符串的新大小
ch	-	用以初始化新字符的字符

返回值
无","{
  setSink(<1>)
  transitive(<0>, <0> || <2>)
}","{
  <0>.strlen = <1>
  <0>.size = <0>.strlen + 1
  <0>.field = <2>
  expansion(<0>)
}"
